oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_BP_count	go_BP_intersect_abc
10435	YMR240C	YGL174W	YIR005W	p	p	2	RNA splicing; mRNA processing
10436	YMR240C	YHR086W	YKL074C	p	p	2	RNA splicing; mRNA processing
10437	YMR240C	YHR086W	YOR308C	p	p	2	RNA splicing; mRNA processing
10438	YMR240C	YJL203W	YER172C	p	p	2	RNA splicing; mRNA processing
10439	YMR240C	YJL203W	YLL036C	p	p	2	RNA splicing; mRNA processing
10440	YMR240C	YJL203W	YPL213W	p	p	2	RNA splicing; mRNA processing
10441	YMR240C	YKL012W	YLR117C	p	p	2	RNA splicing; mRNA processing
10442	YMR240C	YKL012W	YPL213W	p	p	2	RNA splicing; mRNA processing
10443	YMR240C	YLR116W	YKL074C	p	p	2	RNA splicing; mRNA processing
10444	YMR260C	YBR079C	YAL035W	p	p	2	cytoplasmic translation; translational initiation
10445	YMR260C	YJR007W	YBR079C	p	p	1	translational initiation
10446	YMR263W	YDR176W	YPL181W	p	p	1	chromatin organization
10447	YMR263W	YDR448W	YPL181W	p	p	1	chromatin organization
10448	YMR263W	YHR178W	YOL004W	p	p	1	transcription from RNA polymerase II promoter
10449	YMR268C	YBL026W	YDR378C	p	p	2	RNA splicing; mRNA processing
10450	YMR268C	YBL026W	YER112W	p	p	2	RNA splicing; mRNA processing
10451	YMR268C	YBL026W	YER146W	p	p	2	RNA splicing; mRNA processing
10452	YMR268C	YBL026W	YJR022W	p	p	2	RNA splicing; mRNA processing
10453	YMR268C	YBL026W	YLR438C-A	p	p	2	RNA splicing; mRNA processing
10454	YMR268C	YBL026W	YNL147W	p	p	2	RNA splicing; mRNA processing
10455	YMR268C	YDR378C	YBL026W	p	p	2	RNA splicing; mRNA processing
10456	YMR268C	YDR378C	YER112W	p	p	2	RNA splicing; mRNA processing
10457	YMR268C	YDR378C	YER146W	p	p	2	RNA splicing; mRNA processing
10458	YMR268C	YDR378C	YJR022W	p	p	2	RNA splicing; mRNA processing
10459	YMR268C	YDR378C	YLR438C-A	p	p	2	RNA splicing; mRNA processing
10460	YMR268C	YDR378C	YNL147W	p	p	2	RNA splicing; mRNA processing
10461	YMR268C	YER112W	YBL026W	p	p	2	RNA splicing; mRNA processing
10462	YMR268C	YER112W	YDR378C	p	p	2	RNA splicing; mRNA processing
10463	YMR268C	YER112W	YER146W	p	p	2	RNA splicing; mRNA processing
10464	YMR268C	YER112W	YJR022W	p	p	2	RNA splicing; mRNA processing
10465	YMR268C	YER112W	YLR438C-A	p	p	2	RNA splicing; mRNA processing
10466	YMR268C	YER112W	YNL147W	p	p	2	RNA splicing; mRNA processing
10467	YMR268C	YGR091W	YJR022W	p	p	2	RNA splicing; mRNA processing
10468	YMR268C	YGR091W	YLR438C-A	p	p	2	RNA splicing; mRNA processing
10469	YMR268C	YJR022W	YBL026W	p	p	2	RNA splicing; mRNA processing
10470	YMR268C	YJR022W	YDR378C	p	p	2	RNA splicing; mRNA processing
10471	YMR268C	YJR022W	YER112W	p	p	2	RNA splicing; mRNA processing
10472	YMR268C	YJR022W	YER146W	p	p	2	RNA splicing; mRNA processing
10473	YMR268C	YJR022W	YLR438C-A	p	p	2	RNA splicing; mRNA processing
10474	YMR268C	YJR022W	YNL147W	p	p	2	RNA splicing; mRNA processing
10475	YMR270C	YGL019W	YER148W	p	p	1	transcription from RNA polymerase I promoter
10476	YMR272C	YHR072W	YHR007C	p	p	1	lipid metabolic process
10477	YMR272C	YML008C	YHR007C	p	p	1	lipid metabolic process
10478	YMR273C	YBR133C	YKL101W	ku	ku	2	mitotic cell cycle; regulation of cell cycle
10479	YMR273C	YBR133C	YKL101W	ku	p	2	mitotic cell cycle; regulation of cell cycle
10480	YMR273C	YDL225W	YBR160W	ku	ku	1	mitotic cell cycle
10481	YMR273C	YDR507C	YBR160W	ku	kd	2	mitotic cell cycle; regulation of cell cycle
10482	YMR273C	YDR507C	YBR160W	ku	ku	2	mitotic cell cycle; regulation of cell cycle
10483	YMR273C	YDR507C	YBR160W	ku	p	2	mitotic cell cycle; regulation of cell cycle
10484	YMR273C	YDR507C	YKL101W	ku	kd	2	mitotic cell cycle; regulation of cell cycle
10485	YMR273C	YDR507C	YKL101W	ku	ku	2	mitotic cell cycle; regulation of cell cycle
10486	YMR273C	YDR507C	YKL101W	ku	p	2	mitotic cell cycle; regulation of cell cycle
10487	YMR273C	YHR107C	YKL101W	ku	ku	1	mitotic cell cycle
10488	YMR273C	YHR107C	YKL101W	ku	p	1	mitotic cell cycle
10489	YMR273C	YJR076C	YBR160W	ku	ku	1	mitotic cell cycle
10490	YMR273C	YJR076C	YKL101W	ku	ku	1	mitotic cell cycle
10491	YMR273C	YKL048C	YBR160W	ku	kd	1	mitotic cell cycle
10492	YMR273C	YKL048C	YBR160W	ku	ku	1	mitotic cell cycle
10493	YMR273C	YKL048C	YBR160W	ku	p	1	mitotic cell cycle
10494	YMR273C	YKL048C	YGL190C	p	kd	1	mitotic cell cycle
10495	YMR273C	YKL048C	YKL101W	ku	kd	1	mitotic cell cycle
10496	YMR273C	YKL048C	YKL101W	ku	ku	1	mitotic cell cycle
10497	YMR273C	YML109W	YAL016W	p	p	2	mitotic cell cycle; regulation of cell cycle
10498	YMR273C	YML109W	YBR160W	ku	ku	3	chromatin organization; mitotic cell cycle; regulation of cell cycle
10499	YMR273C	YML109W	YDL134C	p	p	2	mitotic cell cycle; regulation of cell cycle
10500	YMR273C	YML109W	YGL190C	p	p	2	mitotic cell cycle; regulation of cell cycle
10501	YMR275C	YML111W	YER125W	p	p	1	protein modification by small protein conjugation or removal
10502	YMR276W	YBL058W	YDL190C	p	p	2	proteolysis involved in cellular protein catabolic process; response to chemical
10503	YMR276W	YDL126C	YBL105C	ku	ku	1	cytoskeleton organization
10504	YMR276W	YDL126C	YDL190C	p	p	2	proteolysis involved in cellular protein catabolic process; response to chemical
10505	YMR276W	YDL126C	YEL037C	p	p	2	proteolysis involved in cellular protein catabolic process; response to chemical
10506	YMR276W	YDL126C	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
10507	YMR277W	YGL244W	YDL140C	p	p	1	transcription from RNA polymerase II promoter
10508	YMR277W	YLR113W	YDL140C	p	kd	1	transcription from RNA polymerase II promoter
10509	YMR277W	YLR113W	YDL140C	p	p	1	transcription from RNA polymerase II promoter
10510	YMR281W	YKR009C	YDR207C	tu	tu	1	lipid metabolic process
10511	YMR288W	YJL203W	YAL032C	p	p	2	RNA splicing; mRNA processing
10512	YMR288W	YJL203W	YER172C	p	p	2	RNA splicing; mRNA processing
10513	YMR288W	YJL203W	YLL036C	p	p	2	RNA splicing; mRNA processing
10514	YMR288W	YJL203W	YPL213W	p	p	2	RNA splicing; mRNA processing
10515	YMR288W	YLR298C	YPL213W	p	p	2	RNA splicing; mRNA processing
10516	YMR290C	YCL031C	YCR057C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10517	YMR290C	YCR057C	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10518	YMR290C	YDL014W	YGR103W	p	p	1	rRNA processing
10519	YMR290C	YDL014W	YMR229C	p	p	1	rRNA processing
10520	YMR290C	YDL014W	YOR310C	p	p	1	rRNA processing
10521	YMR290C	YDL208W	YMR229C	p	p	1	rRNA processing
10522	YMR290C	YEL026W	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10523	YMR290C	YER006W	YGR103W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10524	YMR290C	YER006W	YHR197W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10525	YMR290C	YER006W	YKL009W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10526	YMR290C	YER006W	YNL002C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10527	YMR290C	YER006W	YPL093W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10528	YMR290C	YER006W	YPR016C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10529	YMR290C	YER082C	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10530	YMR290C	YGR128C	YCR057C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10531	YMR290C	YGR128C	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10532	YMR290C	YHR196W	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10533	YMR290C	YKL009W	YER006W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10534	YMR290C	YKL009W	YGR103W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10535	YMR290C	YKL009W	YHR066W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10536	YMR290C	YKL009W	YHR197W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10537	YMR290C	YKL009W	YKR081C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10538	YMR290C	YKL009W	YNL002C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10539	YMR290C	YKL009W	YPL093W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10540	YMR290C	YKL009W	YPR016C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10541	YMR290C	YKL172W	YGR103W	p	p	1	rRNA processing
10542	YMR290C	YKL172W	YHR066W	p	p	1	rRNA processing
10543	YMR290C	YKL172W	YKR081C	p	p	1	rRNA processing
10544	YMR290C	YKL172W	YMR229C	p	p	1	rRNA processing
10545	YMR290C	YKL172W	YNL002C	p	p	1	rRNA processing
10546	YMR290C	YLL008W	YGR103W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10547	YMR290C	YLL008W	YHR066W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10548	YMR290C	YLL008W	YPR016C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10549	YMR290C	YLR129W	YCR057C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10550	YMR290C	YLR129W	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10551	YMR290C	YLR197W	YOR310C	p	p	1	rRNA processing
10552	YMR290C	YML093W	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10553	YMR290C	YMR093W	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
10554	YMR294W	YEL061C	YGR229C	p	p	1	mitotic cell cycle
10555	YMR296C	YBR058C-A	YDR062W	p	p	1	lipid metabolic process
10556	YMR298W	YKL008C	YHL003C	p	p	1	lipid metabolic process
10557	YMR307W	YBL061C	YHR030C	ku	ku	1	cell wall organization or biogenesis
10558	YMR307W	YBL061C	YJL095W	ku	ku	1	cell wall organization or biogenesis
10559	YMR307W	YBR023C	YHR030C	ku	ku	1	cell wall organization or biogenesis
10560	YMR307W	YBR023C	YJL095W	ku	ku	1	cell wall organization or biogenesis
10561	YMR307W	YBR229C	YHR030C	ku	ku	1	cell wall organization or biogenesis
10562	YMR307W	YDL203C	YHR030C	ku	ku	1	cell wall organization or biogenesis
10563	YMR307W	YDL203C	YJL095W	ku	ku	1	cell wall organization or biogenesis
10564	YMR307W	YDR162C	YJL095W	ku	ku	1	cell wall organization or biogenesis
10565	YMR307W	YDR162C	YJL095W	ku	p	1	cell wall organization or biogenesis
10566	YMR307W	YGR282C	YHR030C	ku	ku	1	cell wall organization or biogenesis
10567	YMR307W	YJL095W	YHR030C	ku	kd	1	cell wall organization or biogenesis
10568	YMR307W	YJL095W	YHR030C	ku	ku	1	cell wall organization or biogenesis
10569	YMR307W	YJL095W	YHR030C	ku	p	1	cell wall organization or biogenesis
10570	YMR307W	YJL095W	YKL190W	p	kd	1	cell wall organization or biogenesis
10571	YMR307W	YJL158C	YHR030C	ku	ku	1	cell wall organization or biogenesis
10572	YMR307W	YJL159W	YHR030C	ku	ku	1	cell wall organization or biogenesis
10573	YMR307W	YKL190W	YHR030C	ku	ku	1	cell wall organization or biogenesis
10574	YMR307W	YKL190W	YJL095W	ku	ku	1	cell wall organization or biogenesis
10575	YMR307W	YLR332W	YHR030C	ku	ku	1	cell wall organization or biogenesis
10576	YMR307W	YLR371W	YHR030C	ku	ku	1	cell wall organization or biogenesis
10577	YMR307W	YLR371W	YHR030C	ku	p	1	cell wall organization or biogenesis
10578	YMR307W	YLR371W	YJL095W	ku	ku	1	cell wall organization or biogenesis
10579	YMR307W	YLR390W-A	YHR030C	ku	ku	1	cell wall organization or biogenesis
10580	YMR308C	YAR007C	YNL031C	p	p	1	organelle fission
10581	YMR308C	YDR002W	YLR293C	p	p	1	nuclear transport
10582	YMR308C	YGL097W	YLR293C	p	p	1	nuclear transport
10583	YMR308C	YGL097W	YLR335W	p	p	2	nuclear transport; nucleobase-containing compound transport
10584	YMR312W	YDL140C	YGR200C	p	p	1	transcription from RNA polymerase II promoter
10585	YMR312W	YDL140C	YLR384C	p	p	1	transcription from RNA polymerase II promoter
10586	YMR319C	YER145C	YGL071W	tu	tu	1	ion transport
10587	YNL002C	YBR142W	YDL031W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10588	YNL002C	YBR142W	YDR060W	p	p	1	ribosomal large subunit biogenesis
10589	YNL002C	YBR142W	YLR276C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10590	YNL002C	YBR142W	YMR229C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10591	YNL002C	YBR142W	YMR290C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10592	YNL002C	YBR142W	YOR272W	p	p	1	ribosomal large subunit biogenesis
10593	YNL002C	YBR142W	YPL093W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10594	YNL002C	YGR103W	YDL031W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10595	YNL002C	YGR103W	YDR060W	p	p	1	ribosomal large subunit biogenesis
10596	YNL002C	YGR103W	YDR087C	p	p	1	rRNA processing
10597	YNL002C	YGR103W	YER006W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10598	YNL002C	YGR103W	YGL111W	p	p	1	ribosomal large subunit biogenesis
10599	YNL002C	YGR103W	YGR245C	p	p	1	ribosomal large subunit biogenesis
10600	YNL002C	YGR103W	YHR066W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10601	YNL002C	YGR103W	YHR197W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10602	YNL002C	YGR103W	YJL122W	p	p	1	ribosomal large subunit biogenesis
10603	YNL002C	YGR103W	YKL009W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10604	YNL002C	YGR103W	YKL172W	p	p	1	rRNA processing
10605	YNL002C	YGR103W	YKR081C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10606	YNL002C	YGR103W	YMR229C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10607	YNL002C	YGR103W	YMR290C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10608	YNL002C	YGR103W	YOL077C	p	p	1	ribosomal large subunit biogenesis
10609	YNL002C	YGR103W	YOR272W	p	p	1	ribosomal large subunit biogenesis
10610	YNL002C	YGR103W	YPL093W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10611	YNL002C	YGR103W	YPR016C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10612	YNL002C	YHR066W	YDR060W	p	p	1	ribosomal large subunit biogenesis
10613	YNL002C	YHR066W	YDR087C	p	p	1	rRNA processing
10614	YNL002C	YHR066W	YGL111W	p	p	1	ribosomal large subunit biogenesis
10615	YNL002C	YHR066W	YGR103W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10616	YNL002C	YHR066W	YKL009W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10617	YNL002C	YHR066W	YKL172W	p	p	1	rRNA processing
10618	YNL002C	YHR066W	YKR081C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10619	YNL002C	YHR066W	YLR276C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10620	YNL002C	YHR066W	YMR229C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10621	YNL002C	YHR066W	YMR290C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10622	YNL002C	YHR066W	YOL077C	p	p	1	ribosomal large subunit biogenesis
10623	YNL002C	YHR066W	YOR272W	p	p	1	ribosomal large subunit biogenesis
10624	YNL002C	YHR066W	YPL093W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10625	YNL002C	YHR066W	YPR016C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10626	YNL002C	YHR066W	YPR143W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10627	YNL002C	YKL082C	YHR066W	p	p	1	ribosomal large subunit biogenesis
10628	YNL002C	YLL008W	YGR103W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10629	YNL002C	YLL008W	YHR066W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10630	YNL002C	YLL008W	YOL077C	p	p	1	ribosomal large subunit biogenesis
10631	YNL002C	YLL008W	YOR272W	p	p	1	ribosomal large subunit biogenesis
10632	YNL002C	YLL008W	YPR016C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10633	YNL002C	YMR290C	YER006W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10634	YNL002C	YMR290C	YGR103W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10635	YNL002C	YMR290C	YHR066W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10636	YNL002C	YMR290C	YHR197W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10637	YNL002C	YMR290C	YKL009W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10638	YNL002C	YMR290C	YKR081C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10639	YNL002C	YMR290C	YMR229C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10640	YNL002C	YMR290C	YPL093W	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10641	YNL002C	YMR290C	YPR016C	p	p	2	rRNA processing; ribosomal large subunit biogenesis
10642	YNL004W	YCL011C	YDL084W	p	p	2	nuclear transport; nucleobase-containing compound transport
10643	YNL004W	YCL011C	YDR138W	p	p	2	nuclear transport; nucleobase-containing compound transport
10644	YNL004W	YCL011C	YDR381W	p	p	2	nuclear transport; nucleobase-containing compound transport
10645	YNL004W	YCL011C	YHR167W	p	p	2	nuclear transport; nucleobase-containing compound transport
10646	YNL004W	YCL011C	YML062C	p	p	2	nuclear transport; nucleobase-containing compound transport
10647	YNL004W	YCL011C	YMR216C	ku	ku	1	nuclear transport
10648	YNL004W	YCL011C	YMR216C	ku	p	1	nuclear transport
10649	YNL004W	YCL011C	YMR216C	p	ku	1	nuclear transport
10650	YNL004W	YCL011C	YMR216C	p	p	1	nuclear transport
10651	YNL004W	YCL011C	YNL139C	p	p	2	nuclear transport; nucleobase-containing compound transport
10652	YNL004W	YCL011C	YNL253W	p	p	2	nuclear transport; nucleobase-containing compound transport
10653	YNL006W	YHR030C	YER093C	p	kd	2	cell wall organization or biogenesis; signaling
10654	YNL006W	YHR030C	YJR066W	ku	ku	2	cell wall organization or biogenesis; signaling
10655	YNL006W	YHR030C	YJR066W	p	ku	2	cell wall organization or biogenesis; signaling
10656	YNL006W	YHR030C	YKL203C	ku	ku	1	signaling
10657	YNL006W	YHR030C	YKL203C	p	ku	1	signaling
10658	YNL006W	YHR186C	YJR066W	ku	ku	1	signaling
10659	YNL006W	YHR186C	YJR066W	ku	p	1	signaling
10660	YNL006W	YHR186C	YJR066W	p	ku	1	signaling
10661	YNL006W	YHR186C	YJR066W	p	p	1	signaling
10662	YNL006W	YHR186C	YPL180W	p	p	1	signaling
10663	YNL006W	YIL105C	YJL058C	p	p	2	cytoskeleton organization; signaling
10664	YNL006W	YIL105C	YKL203C	ku	ku	2	cytoskeleton organization; signaling
10665	YNL006W	YIL105C	YKL203C	ku	p	2	cytoskeleton organization; signaling
10666	YNL006W	YIL105C	YKL203C	p	ku	2	cytoskeleton organization; signaling
10667	YNL006W	YIL105C	YKL203C	p	p	2	cytoskeleton organization; signaling
10668	YNL006W	YIL105C	YMR068W	p	p	2	cytoskeleton organization; signaling
10669	YNL006W	YJL095W	YKL203C	ku	kd	1	signaling
10670	YNL006W	YJL095W	YKL203C	ku	ku	1	signaling
10671	YNL006W	YJL095W	YKL203C	p	kd	1	signaling
10672	YNL006W	YJL095W	YKL203C	p	ku	1	signaling
10673	YNL006W	YJR066W	YER093C	p	kd	2	cell wall organization or biogenesis; signaling
10674	YNL006W	YJR066W	YHR186C	p	kd	1	signaling
10675	YNL006W	YJR066W	YHR186C	p	p	1	signaling
10676	YNL006W	YJR066W	YKL203C	ku	kd	1	signaling
10677	YNL006W	YJR066W	YKL203C	ku	ku	1	signaling
10678	YNL006W	YJR066W	YKL203C	ku	p	1	signaling
10679	YNL006W	YJR066W	YKL203C	p	kd	1	signaling
10680	YNL006W	YJR066W	YKL203C	p	ku	1	signaling
10681	YNL006W	YJR066W	YKL203C	p	p	1	signaling
10682	YNL006W	YJR066W	YPL180W	p	kd	2	cell wall organization or biogenesis; signaling
10683	YNL006W	YJR066W	YPL180W	p	p	2	cell wall organization or biogenesis; signaling
10684	YNL006W	YKL203C	YER093C	p	kd	2	cytoskeleton organization; signaling
10685	YNL006W	YKL203C	YER093C	p	p	2	cytoskeleton organization; signaling
10686	YNL006W	YKL203C	YJL058C	p	p	2	cytoskeleton organization; signaling
10687	YNL006W	YKL203C	YJR066W	ku	kd	1	signaling
10688	YNL006W	YKL203C	YJR066W	ku	ku	1	signaling
10689	YNL006W	YKL203C	YJR066W	ku	p	1	signaling
10690	YNL006W	YKL203C	YJR066W	p	kd	1	signaling
10691	YNL006W	YKL203C	YJR066W	p	ku	1	signaling
10692	YNL006W	YKL203C	YJR066W	p	p	1	signaling
10693	YNL006W	YKL203C	YMR068W	p	p	2	cytoskeleton organization; signaling
10694	YNL006W	YKL203C	YOL078W	p	kd	2	cytoskeleton organization; signaling
10695	YNL006W	YKL203C	YOL078W	p	p	2	cytoskeleton organization; signaling
10696	YNL006W	YLR371W	YKL203C	ku	ku	1	signaling
10697	YNL006W	YLR371W	YKL203C	p	ku	1	signaling
10698	YNL006W	YML121W	YHR186C	p	p	1	signaling
10699	YNL006W	YML121W	YJR066W	ku	ku	1	signaling
10700	YNL006W	YML121W	YJR066W	p	ku	1	signaling
10701	YNL006W	YML121W	YPL180W	p	p	1	signaling
10702	YNL016W	YER112W	YGR162W	p	p	1	organelle assembly
10703	YNL020C	YIL095W	YBL007C	kd	kd	2	cytoskeleton organization; endocytosis
10704	YNL020C	YIL095W	YBL007C	kd	p	2	cytoskeleton organization; endocytosis
10705	YNL020C	YIL095W	YBL007C	p	kd	2	cytoskeleton organization; endocytosis
10706	YNL020C	YIL095W	YBL007C	p	p	2	cytoskeleton organization; endocytosis
10707	YNL020C	YIL095W	YBL047C	kd	kd	1	endocytosis
10708	YNL020C	YIL095W	YBR234C	kd	kd	1	cytoskeleton organization
10709	YNL020C	YIL095W	YCR088W	kd	kd	1	cytoskeleton organization
10710	YNL020C	YIL095W	YCR088W	kd	p	1	cytoskeleton organization
10711	YNL020C	YIL095W	YCR088W	p	kd	1	cytoskeleton organization
10712	YNL020C	YIL095W	YCR088W	p	p	1	cytoskeleton organization
10713	YNL020C	YIL095W	YER155C	kd	kd	1	cytoskeleton organization
10714	YNL020C	YIL095W	YGR167W	kd	kd	2	endocytosis; regulation of transport
10715	YNL020C	YIL095W	YGR241C	kd	kd	1	endocytosis
10716	YNL020C	YIL095W	YGR241C	kd	p	1	endocytosis
10717	YNL020C	YIL095W	YGR241C	p	kd	1	endocytosis
10718	YNL020C	YIL095W	YGR241C	p	p	1	endocytosis
10719	YNL020C	YIL095W	YIR006C	kd	kd	2	cytoskeleton organization; endocytosis
10720	YNL020C	YIL095W	YIR006C	kd	p	2	cytoskeleton organization; endocytosis
10721	YNL020C	YIL095W	YIR006C	p	kd	2	cytoskeleton organization; endocytosis
10722	YNL020C	YIL095W	YIR006C	p	p	2	cytoskeleton organization; endocytosis
10723	YNL020C	YIL095W	YLR337C	kd	kd	2	cytoskeleton organization; endocytosis
10724	YNL020C	YIL095W	YNL243W	kd	kd	2	cytoskeleton organization; endocytosis
10725	YNL020C	YIL095W	YNL243W	kd	p	2	cytoskeleton organization; endocytosis
10726	YNL020C	YIL095W	YNL243W	p	kd	2	cytoskeleton organization; endocytosis
10727	YNL020C	YIL095W	YNL243W	p	p	2	cytoskeleton organization; endocytosis
10728	YNL020C	YIL095W	YNL271C	kd	kd	1	cytoskeleton organization
10729	YNL021W	YBR112C	YCR084C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
10730	YNL021W	YDR167W	YOL012C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
10731	YNL021W	YDR485C	YOL012C	p	p	1	chromatin organization
10732	YNL021W	YMR075W	YOL004W	p	p	3	chromatin organization; histone modification; transcription from RNA polymerase II promoter
10733	YNL025C	YKL062W	YDR477W	ku	ku	1	response to chemical
10734	YNL025C	YKL062W	YDR477W	p	ku	1	response to chemical
10735	YNL025C	YKL139W	YDL108W	ku	kd	1	transcription from RNA polymerase II promoter
10736	YNL025C	YLR418C	YGR104C	p	p	1	transcription from RNA polymerase II promoter
10737	YNL025C	YLR418C	YPL042C	ku	p	1	transcription from RNA polymerase II promoter
10738	YNL025C	YLR418C	YPL042C	p	p	1	transcription from RNA polymerase II promoter
10739	YNL030W	YBR009C	YBL003C	p	p	1	chromatin organization
10740	YNL030W	YBR009C	YBL008W	tu	p	1	chromatin organization
10741	YNL030W	YBR009C	YBL008W	tu	tu	1	chromatin organization
10742	YNL030W	YBR009C	YBR010W	p	p	3	chromatin organization; meiotic cell cycle; sporulation
10743	YNL030W	YBR009C	YBR034C	p	p	2	peptidyl-amino acid modification; protein alkylation
10744	YNL030W	YBR009C	YBR089C-A	p	p	1	chromatin organization
10745	YNL030W	YBR009C	YBR245C	p	p	1	chromatin organization
10746	YNL030W	YBR009C	YCR052W	p	p	1	chromatin organization
10747	YNL030W	YBR009C	YDL042C	p	p	1	chromatin organization
10748	YNL030W	YBR009C	YDR224C	p	p	1	chromatin organization
10749	YNL030W	YBR009C	YDR225W	p	p	1	chromatin organization
10750	YNL030W	YBR009C	YDR227W	p	p	1	chromatin organization
10751	YNL030W	YBR009C	YDR523C	ku	ku	2	meiotic cell cycle; sporulation
10752	YNL030W	YBR009C	YEL056W	p	p	3	chromatin organization; histone modification; peptidyl-amino acid modification
10753	YNL030W	YBR009C	YFL024C	p	p	3	chromatin organization; histone modification; peptidyl-amino acid modification
10754	YNL030W	YBR009C	YFR037C	p	p	1	chromatin organization
10755	YNL030W	YBR009C	YGL133W	p	p	1	chromatin organization
10756	YNL030W	YBR009C	YGL150C	p	p	1	chromatin organization
10757	YNL030W	YBR009C	YGL190C	p	p	1	meiotic cell cycle
10758	YNL030W	YBR009C	YGR056W	p	p	2	chromatin organization; sporulation
10759	YNL030W	YBR009C	YGR252W	p	p	3	chromatin organization; histone modification; peptidyl-amino acid modification
10760	YNL030W	YBR009C	YGR275W	p	p	1	chromatin organization
10761	YNL030W	YBR009C	YHR056C	p	p	1	chromatin organization
10762	YNL030W	YBR009C	YIL126W	p	p	2	chromatin organization; meiotic cell cycle
10763	YNL030W	YBR009C	YJL081C	p	p	3	chromatin organization; histone modification; peptidyl-amino acid modification
10764	YNL030W	YBR009C	YJL115W	p	p	3	chromatin organization; histone modification; peptidyl-amino acid modification
10765	YNL030W	YBR009C	YJL168C	p	p	6	chromatin organization; histone modification; meiotic cell cycle; peptidyl-amino acid modification; protein alkylation; sporulation
10766	YNL030W	YBR009C	YJL176C	p	p	1	chromatin organization
10767	YNL030W	YBR009C	YKR008W	p	p	1	chromatin organization
10768	YNL030W	YBR009C	YKR029C	p	p	3	chromatin organization; histone modification; meiotic cell cycle
