gene_name_a	oln_id_a	gene_description_a	gene_name_b	oln_id_b	gene_description_b	type
KTR5	YNL029C	Probable mannosyltransferase KTR5	KTR7	YIL085C	Probable mannosyltransferase KTR7	ohnolog
HHF2	YNL030W	Histone H4	HHF1	YBR009C	Histone H4	paralog
HHT2	YNL031C	Histone H3	HHT1	YBR010W	Histone H3	paralog
NA	YNL033W	Uncharacterized membrane protein YNL033W precursor	NA	YNL019C	Uncharacterized membrane protein YNL019C precursor	paralog
NA	YNL034W	Uncharacterized protein YNL034W	NA	YNL018C	Uncharacterized protein YNL018C	paralog
SLM2	YNL047C	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM2	SLM1	YIL105C	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1	ohnolog, paralog
SFB2	YNL049C	SED5-binding protein 2	SEC24	YIL109C	Protein transport protein SEC24	ohnolog, paralog
COX5A	YNL052W	Cytochrome c oxidase polypeptide 5A, mitochondrial precursor	COX5B	YIL111W	Cytochrome c oxidase polypeptide 5B, mitochondrial precursor	ohnolog
MSG5	YNL053W	Tyrosine-protein phosphatase MSG5	SDP1	YIL113W	Dual-specificity protein phosphatase SDP1	ohnolog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY2A-F	YFL002W-B	Transposon Ty2-F Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-GR1	YGR027W-A	Transposon Ty1-GR1 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-GR1	YGR027W-B	Transposon Ty1-GR1 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-GR2	YGR038C-A	Transposon Ty1-GR2 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-GR2	YGR038C-B	Transposon Ty1-GR2 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-GR3	YGR161C-C	Transposon Ty1-GR3 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-GR3	YGR161C-D	Transposon Ty1-GR3 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY2A-GR2	YGR161W-A	Transposon Ty2-GR2 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-H	YHR214C-B	Transposon Ty1-H Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-H	YHR214C-C	Transposon Ty1-H Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-JR2	YJR029W	Transposon Ty1-JR2 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-LR2	YLR157C-A	Transposon Ty1-LR2 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-LR2	YLR157C-B	Transposon Ty1-LR2 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-LR3	YLR227W-A	Transposon Ty1-LR3 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-LR3	YLR227W-B	Transposon Ty1-LR3 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-LR4	YLR256W-A	Transposon Ty1-LR4 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY2A-LR1	YLR410W-A	Transposon Ty2-LR1 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-ML2	YML039W	Transposon Ty1-ML2 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-ML2	YML040W	Transposon Ty1-ML2 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-ML1	YML045W	Transposon Ty1-ML1 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-ML1	YML045W-A	Transposon Ty1-ML1 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-MR1	YMR045C	Transposon Ty1-MR1 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-MR1	YMR046C	Transposon Ty1-MR1 Gag polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1B-MR2	YMR050C	Transposon Ty1-MR2 Gag-Pol polyprotein	paralog
TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	TY1A-MR2	YMR051C	Transposon Ty1-MR2 Gag polyprotein	paralog
POR1	YNL055C	Mitochondrial outer membrane protein porin 1	POR2	YIL114C	Mitochondrial outer membrane protein porin 2	ohnolog
NA	YNL058C	Vacuolar membrane protein YNL058C	PRM5	YIL117C	Pheromone-regulated membrane protein 5	ohnolog
AQR1	YNL065W	Probable transporter AQR1	QDR1	YIL120W	Quinidine resistance protein 1	ohnolog
SUN4	YNL066W	Probable secreted beta-glucosidase SUN4 precursor	SIM1	YIL123W	Probable secreted beta-glucosidase SIM1 precursor	ohnolog, paralog
RPL9B	YNL067W	60S ribosomal protein L9-B	RPL9A	YGL147C	60S ribosomal protein L9-A	paralog
FKH2	YNL068C	Fork head protein homolog 2	FKH1	YIL131C	Fork head protein homolog 1	ohnolog
RPL16B	YNL069C	60S ribosomal protein L16-B	RPL16A	YIL133C	60S ribosomal protein L16-A	ohnolog, paralog
MLF3	YNL074C	Protein MLF3	VHS2	YIL135C	Protein VHS2	ohnolog
TPM1	YNL079C	Tropomyosin-1	TPM2	YIL138C	Tropomyosin-2	ohnolog
DMA2	YNL116W	E3 ubiquitin-protein ligase DMA2	DMA1	YHR115C	E3 ubiquitin-protein ligase DMA1 {ECO:0000305|PubMed:18202552}	ohnolog
MLS1	YNL117W	Malate synthase 1, glyoxysomal	DAL7	YIR031C	Malate synthase 2, glyoxysomal	paralog
TOM70	YNL121C	Mitochondrial import receptor subunit TOM70	TOM71	YHR117W	Protein TOM71	ohnolog
CPT1	YNL130C	Cholinephosphotransferase 1	EPT1	YHR123W	Choline/ethanolaminephosphotransferase 1	ohnolog
NA	YNL134C	Uncharacterized protein YNL134C	NA	YCR102C	Uncharacterized protein YCR102C	paralog
NA	YNL134C	Uncharacterized protein YNL134C	NA	YLR460C	Uncharacterized protein YLR460C	paralog
NA	YNL144C	Uncharacterized protein YNL144C	NA	YHR131C	PH domain-containing protein YHR131C	ohnolog, paralog
MFA2	YNL145W	Mating hormone A-factor 2 precursor	MFA1	YDR461W	Mating hormone A-factor 1 precursor	paralog
YCK2	YNL154C	Casein kinase I homolog 2	YCK1	YHR135C	Casein kinase I homolog 1	ohnolog, paralog
NSG2	YNL156C	Protein NSG2	NSG1	YHR133C	Protein NSG1	ohnolog
IGO1	YNL157W	mRNA stability protein IGO1	IGO2	YHR132W-A	mRNA stability protein IGO2	ohnolog
YGP1	YNL160W	Protein YGP1 precursor	SPS100	YHR139C	Sporulation-specific wall maturation protein precursor	ohnolog
RPL42A	YNL162W	60S ribosomal protein L42-A	RPL42B	YHR141C	60S ribosomal protein L42-B	ohnolog, paralog
MDG1	YNL173C	Signal transduction protein MDG1	CRP1	YHR146W	Cruciform DNA-recognizing protein 1	ohnolog
TDA7	YNL176C	Topoisomerase I damage affected protein 7	NA	YDL211C	Uncharacterized protein YDL211C	ohnolog
NPR1	YNL183C	Nitrogen permease reactivator protein	PRR2	YDL214C	Serine/threonine-protein kinase PRR2	ohnolog
NA	YNL194C	Uncharacterized plasma membrane protein YNL194C	FMP45	YDL222C	SUR7 family protein FMP45	ohnolog
NA	YNL195C	Uncharacterized protein YNL195C	HBT1	YDL223C	Protein HBT1	ohnolog
WHI3	YNL197C	Protein WHI3	WHI4	YDL224C	Protein WHI4	ohnolog
SPS18	YNL204C	Sporulation protein SPS18	GCS1	YDL226C	ADP-ribosylation factor GTPase-activating protein GCS1	ohnolog
SSB2	YNL209W	Heat shock protein SSB2	SSA1	YAL005C	Heat shock protein SSA1	paralog
SSB2	YNL209W	Heat shock protein SSB2	SSA3	YBL075C	Heat shock protein SSA3	paralog
SSB2	YNL209W	Heat shock protein SSB2	SSB1	YDL229W	Heat shock protein SSB1	ohnolog, paralog
SSB2	YNL209W	Heat shock protein SSB2	SSA4	YER103W	Heat shock protein SSA4	paralog
SSB2	YNL209W	Heat shock protein SSB2	KAR2	YJL034W	78 kDa glucose-regulated protein homolog precursor	paralog
SSB2	YNL209W	Heat shock protein SSB2	SSA2	YLL024C	Heat shock protein SSA2	paralog
CNM67	YNL225C	Chaotic nuclear migration protein 67	ADY3	YDL239C	Accumulates dyads protein 3	ohnolog
SIP3	YNL257C	Membrane-anchored lipid-binding protein SIP3 {ECO:0000303|PubMed:26001273}	LAM1	YHR155W	Membrane-anchored lipid-binding protein LAM1 {ECO:0000303|PubMed:26001273}	ohnolog, paralog
LYP1	YNL268W	Lysine-specific permease	CAN1	YEL063C	Arginine permease	paralog
ALP1	YNL270C	Basic amino-acid permease	CAN1	YEL063C	Arginine permease	ohnolog, paralog
ALP1	YNL270C	Basic amino-acid permease	LYP1	YNL268W	Lysine-specific permease	paralog
CAF120	YNL278W	CCR4-NOT transcriptional complex subunit CAF120	SKG3	YLR187W	Protein SKG3	ohnolog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY2A-F	YFL002W-B	Transposon Ty2-F Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-GR1	YGR027W-A	Transposon Ty1-GR1 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-GR1	YGR027W-B	Transposon Ty1-GR1 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-GR2	YGR038C-A	Transposon Ty1-GR2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-GR2	YGR038C-B	Transposon Ty1-GR2 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-GR3	YGR161C-C	Transposon Ty1-GR3 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-GR3	YGR161C-D	Transposon Ty1-GR3 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY2A-GR2	YGR161W-A	Transposon Ty2-GR2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-H	YHR214C-B	Transposon Ty1-H Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-H	YHR214C-C	Transposon Ty1-H Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-JR2	YJR029W	Transposon Ty1-JR2 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-LR2	YLR157C-A	Transposon Ty1-LR2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-LR2	YLR157C-B	Transposon Ty1-LR2 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-LR3	YLR227W-A	Transposon Ty1-LR3 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-LR3	YLR227W-B	Transposon Ty1-LR3 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-LR4	YLR256W-A	Transposon Ty1-LR4 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY2A-LR1	YLR410W-A	Transposon Ty2-LR1 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-ML2	YML039W	Transposon Ty1-ML2 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-ML2	YML040W	Transposon Ty1-ML2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-ML1	YML045W	Transposon Ty1-ML1 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-ML1	YML045W-A	Transposon Ty1-ML1 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-MR1	YMR045C	Transposon Ty1-MR1 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-MR1	YMR046C	Transposon Ty1-MR1 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1B-MR2	YMR050C	Transposon Ty1-MR2 Gag-Pol polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-MR2	YMR051C	Transposon Ty1-MR2 Gag polyprotein	paralog
TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-A	YAR009C	Truncated transposon Ty1-A Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
