regulator_gene_name	regulator_oln_id	regulator_gene_description	target_gene_name	target_oln_id	target_gene_description	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
ABF1	YKL112W	ARS-binding factor 1	IQG1	YPL242C	Ras GTPase-activating-like protein IQG1	0	2	0		12399584,16522208
ABF1	YKL112W	ARS-binding factor 1	HFI1	YPL254W	Transcriptional coactivator HFI1/ADA1	1	1	0	inactivates	20385592,22720667
ABF1	YKL112W	ARS-binding factor 1	DSS4	YPR017C	Protein DSS4	0	2	0		12399584,16522208
ABF1	YKL112W	ARS-binding factor 1	RLF2	YPR018W	Chromatin assembly factor 1 subunit p90	0	2	0		12399584,16522208
ABF1	YKL112W	ARS-binding factor 1	THP3	YPR045C	Protein THP3	1	1	0	inactivates	20385592,22720667
ABF1	YKL112W	ARS-binding factor 1	FHL1	YPR104C	Pre-rRNA-processing protein FHL1	0	2	0		12399584,16522208
ABF1	YKL112W	ARS-binding factor 1	ANT1	YPR128C	Peroxisomal adenine nucleotide transporter 1	0	2	0		12399584,16522208
ABF1	YKL112W	ARS-binding factor 1	SCD6	YPR129W	Protein SCD6	0	2	0		12399584,16522208
ABF1	YKL112W	ARS-binding factor 1	BET2	YPR176C	Geranylgeranyl transferase type-2 subunit beta	0	2	0		12399584,16522208
ABF1	YKL112W	ARS-binding factor 1	PRP4	YPR178W	U4/U6 small nuclear ribonucleoprotein PRP4	0	2	0		12399584,16522208
ABF1	YKL112W	ARS-binding factor 1	PZF1	YPR186C	Transcription factor IIIA	0	2	0		12399584,22720667
ABF1	YKL112W	ARS-binding factor 1	RPO26	YPR187W	DNA-directed RNA polymerases I, II, and III subunit RPABC2	0	2	0		12399584,22720667
ASH1	YKL185W	Transcriptional regulatory protein ASH1	PST1	YDR055W	Cell wall mannoprotein PST1 precursor	1	1	0	inactivates	16522208,20385592
ASH1	YKL185W	Transcriptional regulatory protein ASH1	NA	YML020W	Uncharacterized protein YML020W	1	1	0	activates	20385592,21329885
ASH1	YKL185W	Transcriptional regulatory protein ASH1	SCW10	YMR305C	Probable family 17 glucosidase SCW10 precursor	1	1	0	activates	16522208,20385592
ASH1	YKL185W	Transcriptional regulatory protein ASH1	PCL1	YNL289W	PHO85 cyclin-1 {ECO:0000305|PubMed:7973730}	0	2	0		12399584,16522208
ASH1	YKL185W	Transcriptional regulatory protein ASH1	CSE2	YNR010W	Mediator of RNA polymerase II transcription subunit 9	1	1	0	activates	20385592,21329885
DAL80	YKR034W	Nitrogen regulatory protein DAL80	PHO11	YAR071W	Acid phosphatase PHO11 precursor	1	1	0	inactivates	20385592,22720667
DAL80	YKR034W	Nitrogen regulatory protein DAL80	AGP1	YCL025C	General amino acid permease AGP1	1	1	0	inactivates	20385592,22720667
DAL80	YKR034W	Nitrogen regulatory protein DAL80	PHM6	YDR281C	Phosphate metabolism protein 6	1	1	0	inactivates	20385592,22720667
DAL80	YKR034W	Nitrogen regulatory protein DAL80	SPL2	YHR136C	Putative cyclin-dependent kinase inhibitor SPL2	1	1	0	inactivates	20385592,22720667
DAL80	YKR034W	Nitrogen regulatory protein DAL80	RPS0B	YLR048W	40S ribosomal protein S0-B {ECO:0000255|HAMAP-Rule:MF_03015}	1	1	0	inactivates	20385592,22720667
DAL80	YKR034W	Nitrogen regulatory protein DAL80	ATG39	YLR312C	Autophagy-related protein 39 {ECO:0000303|PubMed:26040717}	1	1	0	inactivates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	GCV3	YAL044C	Glycine cleavage system H protein, mitochondrial precursor	2	3	0	activates	12399584,16522208,17417638,20385592,21329885
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YAL045C	Putative uncharacterized protein YAL045C	0	2	0		12399584,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE1	YAR015W	Phosphoribosylaminoimidazole-succinocarboxamide synthase	2	1	0	activates	17417638,20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADH5	YBR145W	Alcohol dehydrogenase 5	1	1	0	inactivates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	HIS4	YCL030C	Histidine biosynthesis trifunctional protein	3	2	0	activates	12399584,16522208,17417638,20385592,24766815
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	GCV1	YDR019C	Aminomethyltransferase, mitochondrial precursor	3	3	0	activates	12399584,17417638,20385592,21329885,22720667,24766815
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE8	YDR408C	Phosphoribosylglycinamide formyltransferase	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	SIZ1	YDR409W	E3 SUMO-protein ligase SIZ1	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	RPL27B	YDR471W	60S ribosomal protein L27-B	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	HIS1	YER055C	ATP phosphoribosyltransferase	2	1	0	activates	17417638,20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	CEM1	YER061C	3-oxoacyl-[acyl-carrier-protein] synthase homolog	1	2	0	activates	12399584,20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	MET6	YER091C	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YER091C-A	Putative uncharacterized protein YER091C-A	0	2	0		12399584,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	IES5	YER092W	Ino eighty subunit 5	0	3	0		12399584,16522208,21329885
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	SNZ3	YFL059W	Probable pyridoxal 5'-phosphate synthase subunit SNZ3	1	1	0	inactivates	12399584,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	SNO3	YFL060C	Probable pyridoxal 5'-phosphate synthase subunit SNO3	1	1	0	inactivates	12399584,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	CDC14	YFR028C	Tyrosine-protein phosphatase CDC14	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	CDC26	YFR036W	Anaphase-promoting complex subunit CDC26	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ERV14	YGL054C	ER-derived vesicles protein ERV14	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ARC1	YGL105W	tRNA-aminoacylation cofactor ARC1	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	TPN1	YGL186C	Vitamin B6 transporter TPN1	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	CLG1	YGL215W	PHO85 cyclin CLG1	1	1	0	inactivates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE5,7	YGL234W	Bifunctional purine biosynthetic protein ADE5,7	2	1	0	activates	16522208,17417638,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE6	YGR061C	Phosphoribosylformylglycinamidine synthase	1	2	0	activates	12399584,16522208,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE3	YGR204W	C-1-tetrahydrofolate synthase, cytoplasmic	2	2	0	activates	12399584,16522208,17417638,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	HIS5	YIL116W	Histidinol-phosphate aminotransferase	2	2	0	activates	17417638,20385592,21329885,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	RPL17A	YKL180W	60S ribosomal protein L17-A	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	JEN1	YKL217W	Carboxylic acid transporter protein homolog	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	TRZ1	YKR079C	Ribonuclease Z	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	MTD1	YKR080W	Methylenetetrahydrofolate dehydrogenase [NAD(+)]	2	3	0	activates	12399584,16522208,17417638,20385592,21329885
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	SHM2	YLR058C	Serine hydroxymethyltransferase, cytosolic	3	3	0	activates	12399584,16522208,17417638,20385592,21329885,24766815
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	RPL22A	YLR061W	60S ribosomal protein L22-A	1	2	0	activates	12399584,20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YLR334C	Putative uncharacterized protein YLR334C	1	1	0	inactivates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ILV5	YLR355C	Ketol-acid reductoisomerase, mitochondrial precursor	2	1	0	activates	17417638,20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YLR358C	Uncharacterized protein YLR358C	0	2	0		12399584,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE13	YLR359W	Adenylosuccinate lyase	2	2	0	activates	12399584,16522208,17417638,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	RPS1A	YLR441C	40S ribosomal protein S1-A {ECO:0000255|HAMAP-Rule:MF_03122}	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	CLU1	YMR012W	Clustered mitochondria protein 1	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ATP25	YMR098C	ATPase synthesis protein 25, mitochondrial precursor	1	1	0	activates	12399584,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE17	YMR120C	Bifunctional purine biosynthesis protein ADE17	3	2	0	activates	12399584,16522208,17417638,20385592,24766815
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	GID8	YMR135C	Glucose-induced degradation protein 8	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	HSC82	YMR186W	ATP-dependent molecular chaperone HSC82	1	1	0	activates	16522208,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YMR187C	Uncharacterized protein YMR187C	0	2	0		12399584,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	MRPS17	YMR188C	37S ribosomal protein S17, mitochondrial	0	3	0		12399584,16522208,21329885
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	GCV2	YMR189W	Glycine dehydrogenase (decarboxylating), mitochondrial precursor	2	3	0	activates	12399584,16522208,17417638,20385592,21329885
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ZRC1	YMR243C	Zinc/cadmium resistance protein	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YMR244W	Uncharacterized protein YMR244W	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE4	YMR300C	Amidophosphoribosyltransferase	1	2	0	activates	12399584,16522208,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE12	YNL220W	Adenylosuccinate synthetase {ECO:0000255|HAMAP-Rule:MF_03125}	2	1	0	activates	17417638,20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	2	1	0	inactivates	17417638,20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	MCH4	YOL119C	Probable transporter MCH4	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	WHI2	YOR043W	Growth regulation protein	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ADE2	YOR128C	Phosphoribosylaminoimidazole carboxylase	0	3	0		12399584,16522208,21329885
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	BFR1	YOR198C	Nuclear segregation protein BFR1	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YOR199W	Putative uncharacterized protein YOR199W	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YOR200W	Putative uncharacterized protein YOR200W	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	MRM1	YOR201C	rRNA methyltransferase 1, mitochondrial {ECO:0000303|PubMed:11867542} precursor	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	HIS3	YOR202W	Imidazoleglycerol-phosphate dehydratase	1	1	0	activates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	ODC2	YOR222W	Mitochondrial 2-oxodicarboxylate carrier 2	1	1	0	inactivates	20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	PAC1	YOR269W	Nuclear distribution protein PAC1 {ECO:0000255|HAMAP-Rule:MF_03141}	0	2	0		12399584,16522208
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	CTF19	YPL018W	Central kinetochore subunit CTF19	1	1	0	inactivates	12399584,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	NA	YPL251W	Putative uncharacterized protein YPL251W	1	2	0	activates	12399584,20385592,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	VIK1	YPL253C	Spindle pole body-associated protein VIK1	0	2	0		12399584,22720667
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	SUT2	YPR009W	Sterol uptake protein 2	1	1	0	activates	20385592,22720667
GAT3	YLR013W	Protein GAT3	RPL13A	YDL082W	60S ribosomal protein L13-A	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	RPS16B	YDL083C	40S ribosomal protein S16-B	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	NA	YDL114W	Uncharacterized oxidoreductase YDL114W	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	IWR1	YDL115C	RNA polymerase II nuclear localization protein IWR1	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	NA	YEL074W	Putative UPF0320 protein YEL074W	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	NA	YEL075C	Uncharacterized protein YEL075C	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	YRF1-3	YGR296W	Y' element ATP-dependent helicase protein 1 copy 3	1	1	0	activates	12399584,20385592
GAT3	YLR013W	Protein GAT3	MSR1	YHR091C	Arginine--tRNA ligase, mitochondrial precursor	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	RPL2B	YIL018W	60S ribosomal protein L2-B	0	2	0		12399584,16522208
GAT3	YLR013W	Protein GAT3	RPL39	YJL189W	60S ribosomal protein L39	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	RPS22A	YJL190C	40S ribosomal protein S22-A	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	MET14	YKL001C	Adenylyl-sulfate kinase	0	2	0		12399584,16522208
GAT3	YLR013W	Protein GAT3	NA	YNL337W	Putative UPF0320 protein YNL337W	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	NA	YOL166C	Putative uncharacterized protein YOL166C	0	2	0		12399584,22720667
GAT3	YLR013W	Protein GAT3	NA	YPR202W	Putative uncharacterized protein YPR202W	0	2	0		12399584,22720667
CHA4	YLR098C	Activatory protein CHA4	VAC17	YCL063W	vacuole-related protein 17	1	1	0	activates	16522208,20385592
CHA4	YLR098C	Activatory protein CHA4	CHA1	YCL064C	Catabolic L-serine/threonine dehydratase	3	1	0	activates	16522208,17417638,20385592,24766815
CHA4	YLR098C	Activatory protein CHA4	CUP1-1	YHR053C	Copper metallothionein 1-1 precursor	1	1	0	activates	20385592,21329885
CHA4	YLR098C	Activatory protein CHA4	LOA1	YPR139C	Lysophosphatidic acid:oleoyl-CoA acyltransferase 1	0	2	0		12399584,22720667
CHA4	YLR098C	Activatory protein CHA4	TAZ1	YPR140W	Lysophosphatidylcholine acyltransferase	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	ALG3	YBL082C	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	1	1	0	activates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	ICS2	YBR157C	Increased copper sensitivity protein 2	1	1	0	activates	16522208,20385592
ACE2	YLR131C	Metallothionein expression activator	AMN1	YBR158W	Antagonist of mitotic exit network protein 1	2	2	0	activates	12399584,16522208,17417638,20385592
ACE2	YLR131C	Metallothionein expression activator	YSY6	YBR162W-A	Protein YSY6	1	1	0	inactivates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	CPR1	YDR155C	Peptidyl-prolyl cis-trans isomerase	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	MIT1	YEL007W	Transcriptional regulator MIT1	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	ICP55	YER078C	Intermediate cleaving peptidase 55	1	2	0	inactivates	12399584,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	NA	YER079W	Uncharacterized protein YER079W	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	SER3	YER081W	D-3-phosphoglycerate dehydrogenase 1	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	DSE1	YER124C	Protein DSE1	2	2	0	activates	12399584,16522208,20385592,24766815
ACE2	YLR131C	Metallothionein expression activator	NSA2	YER126C	Ribosome biogenesis protein NSA2	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	LCP5	YER127W	U3 small nucleolar ribonucleoprotein protein LCP5	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	NA	YER152C	Uncharacterized protein YER152C	1	1	0	activates	12399584,20385592
ACE2	YLR131C	Metallothionein expression activator	OXA1	YER154W	Mitochondrial inner membrane protein OXA1 {ECO:0000305} precursor	1	1	0	activates	12399584,20385592
ACE2	YLR131C	Metallothionein expression activator	BMH1	YER177W	Protein BMH1	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	NA	YER189W	Uncharacterized protein YER189W	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	FRS2	YFL022C	Phenylalanine--tRNA ligase alpha subunit	1	2	0	activates	12399584,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	IGD1	YFR017C	Inhibitor of glycogen debranching 1	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	BRP1	YGL007W	Putative uncharacterized protein BRP1	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	PMA1	YGL008C	Plasma membrane ATPase 1	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	SCW11	YGL028C	Probable family 17 glucosidase SCW11 precursor	3	2	0	activates	12399584,16522208,17417638,20385592,24766815
ACE2	YLR131C	Metallothionein expression activator	RSP5	YER125W	E3 ubiquitin-protein ligase RSP5	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	VID30	YGL227W	Vacuolar import and degradation protein 30	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	SHE10	YGL228W	Outer spore wall assembly protein SHE10 {ECO:0000305|PubMed:23966878} precursor	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	SAP4	YGL229C	SIT4-associating protein SAP4	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	BUD9	YGR041W	Bud site selection protein 9	1	2	0	activates	12399584,16522208,20385592
ACE2	YLR131C	Metallothionein expression activator	NA	YGR125W	Uncharacterized vacuolar membrane protein YGR125W	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	TDH3	YGR192C	Glyceraldehyde-3-phosphate dehydrogenase 3	1	1	0	activates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	YHB1	YGR234W	Flavohemoprotein	1	1	0	activates	12399584,20385592
ACE2	YLR131C	Metallothionein expression activator	NA	YHR078W	Uncharacterized protein YHR078W	1	1	0	activates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	DSE2	YHR143W	Protein DSE2 precursor	3	2	0	activates	12399584,17417638,20385592,22720667,24766815
ACE2	YLR131C	Metallothionein expression activator	NVJ1	YHR195W	Nucleus-vacuole junction protein 1 precursor	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	APQ13	YJL075C	Putative uncharacterized protein APQ13	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	PRY3	YJL078C	Cell wall protein PRY3 precursor	1	2	0	activates	12399584,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	SCP160	YJL080C	Protein SCP160	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	HSP150	YJL159W	Cell wall mannoprotein HSP150 precursor	1	2	0	activates	12399584,16522208,20385592
ACE2	YLR131C	Metallothionein expression activator	ELO1	YJL196C	Elongation of fatty acids protein 1 {ECO:0000303|PubMed:8702485}	1	1	0	activates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	RPS4A	YJR145C	40S ribosomal protein S4-A	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	NA	YJR146W	Uncharacterized protein YJR146W	1	2	0	activates	12399584,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	HMS2	YJR147W	Probable transcription factor HMS2	2	2	0	activates	12399584,16522208,17417638,20385592
ACE2	YLR131C	Metallothionein expression activator	NA	YJR149W	Putative nitronate monooxygenase	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	HOT13	YKL084W	Helper of Tim protein 13	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	MCR1	YKL150W	NADH-cytochrome b5 reductase 2 precursor	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	NA	YKL151C	ATP-dependent (S)-NAD(P)H-hydrate dehydratase {ECO:0000255|HAMAP-Rule:MF_03157}	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	PIR1	YKL164C	Cell wall mannoprotein PIR1 precursor	1	1	0	activates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	NA	YKR040C	Putative uncharacterized protein YKR040C	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	UTH1	YKR042W	Probable secreted beta-glucosidase UTH1 precursor	1	2	0	activates	12399584,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	SIC1	YLR079W	Protein SIC1	1	1	0	activates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	CTS1	YLR286C	Endochitinase precursor	3	2	0	activates	12399584,16522208,17417638,20385592,24766815
ACE2	YLR131C	Metallothionein expression activator	RPS30A	YLR287C-A	40S ribosomal protein S30-A	1	2	0	inactivates	12399584,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	AFG2	YLR397C	ATPase family gene 2 protein	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	LSM3	YLR438C-A	U6 snRNA-associated Sm-like protein LSm3	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	MRPL4	YLR439W	54S ribosomal protein L4, mitochondrial precursor	1	2	0	activates	12399584,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	YAP1	YML007W	AP-1-like transcription factor YAP1	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	ERG6	YML008C	Sterol 24-C-methyltransferase	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	TSL1	YML100W	Trehalose synthase complex regulatory subunit TSL1	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	CUE4	YML101C	CUE domain-containing protein CUE4	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	NIS1	YNL078W	Protein NIS1	1	1	0	activates	16522208,20385592
ACE2	YLR131C	Metallothionein expression activator	ZWF1	YNL241C	Glucose-6-phosphate 1-dehydrogenase	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	EGT2	YNL327W	Protein EGT2 precursor	1	2	0	activates	12399584,16522208,20385592
ACE2	YLR131C	Metallothionein expression activator	MDJ2	YNL328C	Mitochondrial DnaJ homolog 2	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	RCF2	YNR018W	Respiratory supercomplex factor 2, mitochondrial	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	DSE4	YNR067C	Endo-1,3(4)-beta-glucanase 1 precursor	2	1	0	activates	17417638,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	ZEO1	YOL109W	Protein ZEO1	1	1	0	inactivates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	RPL3	YOR063W	60S ribosomal protein L3	1	1	0	activates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	RUP1	YOR138C	UBA domain-containing protein RUP1	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	SFL1	YOR140W	Flocculation suppression protein	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	DSE3	YOR264W	Protein DSE3	2	1	0	activates	17417638,20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	NA	YOR342C	Uncharacterized protein YOR342C	1	1	0	activates	20385592,22720667
ACE2	YLR131C	Metallothionein expression activator	RMI1	YPL024W	RecQ-mediated genome instability protein 1	0	2	0		12399584,22720667
ACE2	YLR131C	Metallothionein expression activator	NA	YPL025C	Putative uncharacterized protein YPL025C	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	CST26	YBR042C	Uncharacterized acyltransferase CST26	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NDE2	YDL085W	External NADH-ubiquinone oxidoreductase 2, mitochondrial precursor	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	VCX1	YDL128W	Vacuolar calcium ion transporter	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YDL129W	Uncharacterized protein YDL129W	2	2	0	inactivates	12399584,17417638,20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SSB1	YDL229W	Heat shock protein SSB1	0	2	0		12399584,16522208
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SSS1	YDR086C	Protein transport protein SSS1	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YDR186C	Uncharacterized protein YDR186C	1	1	0	inactivates	20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SRP101	YDR292C	Signal recognition particle receptor subunit alpha homolog	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	RVS167	YDR388W	Reduced viability upon starvation protein 167	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	STE14	YDR410C	Protein-S-isoprenylcysteine O-methyltransferase	1	2	0	inactivates	12399584,16522208,20385592
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SRB4	YER022W	Mediator of RNA polymerase II transcription subunit 17	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	ERG4	YGL012W	Delta(24(24(1)))-sterol reductase	1	1	0	inactivates	20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YGR117C	Uncharacterized protein YGR117C	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NSR1	YGR159C	Nuclear localization sequence-binding protein	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	RNR4	YGR180C	Ribonucleoside-diphosphate reductase small chain 2	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
