oln_id_a	oln_id_b
YBR012W-B	YLR157C-A
YDR210W-A	YPL257W-A
YJR026W	YMR050C
YDR365W-B	YHR214C-C
YER160C	YJR027W
YAL068C	YEL049W
YDR210C-C	YOR142W-B
YDR365W-B	YGR038C-B
YJR026W	YNL054W-A
YKL219W	YNL336W
YBL005W-A	YBR012W-A
YBL005W-B	YOL103W-B
YBR012W-A	YOR142W-A
YCR024C-A	YEL017C-A
YGR161C-C	YLR256W-A
YGR296W	YIL177C
YDR261W-A	YOR142W-A
YOR192C-A	YPR158W-A
YAL026C	YDR093W
YBL017C	YIL173W
YDR034C-D	YDR210C-D
YER160C	YML040W
YBR012W-A	YDR261W-A
YDR034C-D	YGR038C-B
YDR261W-B	YML039W
YFL020C	YMR325W
YAL029C	YOR326W
YLR157C-A	YOL103W-A
YAR009C	YLR410W-B
YBR054W	YDR033W
YGR038C-A	YMR046C
YDR011W	YNR070W
YGR056W	YLR357W
YJL043W	YKR015C
YDR210W-A	YGR038C-A
YNL339C	YPL283C
YGR032W	YLR342W
YGR161W-A	YNL054W-A
YJL223C	YOR394W
YGR161C-C	YOR192C-A
YBR012W-B	YLR410W-B
YJR161C	YNL336W
YML045W	YMR050C
YPL257W-A	YPL257W-B
YDR170W-A	YPR158C-C
YJR028W	YNL284C-B
YAL051W	YOR363C
YAR033W	YBR302C
YDR034C-D	YDR316W-B
YDR098C-A	YDR210W-A
YIR041W	YLR461W
YLR410W-A	YPR158W-A
YAR010C	YLR227W-B
YDR545W	YLR466W
YMR246W	YOR317W
YNR076W	YOR394W
YIR041W	YPL282C
YGR161C-C	YOL103W-A
YLR237W	YOR192C
YER159C-A	YOL103W-B
YBR012W-A	YPR137C-A
YEL077C	YFL066C
YLR157C-A	YOR192C-A
YBR068C	YCL025C
YHR214C-B	YPR158C-C
YMR045C	YNL054W-A
YAL068C	YMR325W
YDR098C-A	YDR210C-C
YGL261C	YHL046C
YFL062W	YHL043W
YLR410W-B	YML039W
YCR104W	YLL064C
YBL005W-A	YDR034C-C
YBL113C	YPL283C
YDR365W-A	YPL257W-B
YBR012W-B	YGR161C-C
YDR261C-D	YOR142W-A
YBL005W-A	YER137C-A
YDR170W-A	YDR316W-A
YGR161C-C	YGR161C-D
YGR161C-D	YMR050C
YER172C	YGR271W
YDR210C-C	YGR038C-A
YHR214C-C	YLR410W-A
YER138C	YJR029W
YAR028W	YJR161C
YCL020W	YOL103W-A
YDR316W-A	YER160C
YBL100W-B	YLR410W-A
YDR210C-C	YHR214C-B
YAR028W	YKL219W
YBL100W-A	YLR256W-A
YBR092C	YHR215W
YDR261W-B	YGR161C-D
YLR410W-B	YOR192C-A
YDR261W-A	YOR192C-B
YDR098C-B	YPL257W-A
YBL075C	YJL034W
YJR027W	YLR227W-A
YAR009C	YDR210W-B
YLR157C-A	YML039W
YGR109W-B	YIL082W-A
YLR035C-A	YLR410W-B
YMR045C	YPR158W-A
YBR012W-B	YDR210W-B
YIL177C	YML133C
YNL284C-B	YPL257W-B
YDR261C-C	YPL257W-B
YAR028W	YHL044W
YAR029W	YAR031W
YBR161W	YPL057C
YFL002W-B	YGR161C-C
YLR410W-A	YNL054W-A
YHL046C	YIR041W
YBL100W-A	YDR261W-A
YDR034C-C	YGR161W-A
YGR161W-A	YOR343W-A
YER137C-A	YJR026W
YMR006C	YOL011W
YAR010C	YOR142W-B
YDR034C-C	YJR026W
YDR098C-A	YER138C
YBL100W-A	YOR142W-A
YDR210W-B	YGR161C-D
YER137C-A	YGR161W-A
YKL224C	YLR037C
YCL020W	YPR137C-A
YGR294W	YLR461W
YAR031W	YJR161C
YJR026W	YOR343W-A
YLR157C-B	YOL103W-B
YDR342C	YOL156W
YGR294W	YPL282C
YAR031W	YKL219W
YGR027W-B	YML040W
YER132C	YGL197W
YGR027W-A	YPR158W-A
YFL002W-A	YGR161W-B
YHR155W	YNL257C
YLR035C-A	YPR158W-B
YGL261C	YJL223C
YGR027W-B	YJR027W
YGR161C-D	YPR158C-D
YAR031W	YHL044W
YJL223C	YKL224C
YDL245C	YDR345C
YDR034C-C	YOR192C-A
YBL100W-B	YDR034C-C
YER137C-A	YOR192C-A
YCL019W	YER138C
YDR170W-A	YPL257W-B
YPL257W-A	YPR158C-C
YMR051C	YPR158C-D
YDR261C-D	YML045W
YOL103W-A	YPR158C-D
YDR210C-D	YER137C-A
YER160C	YGR038C-B
YGR295C	YHL042W
YER137C-A	YML039W
YER160C	YNL284C-A
YGR161C-C	YPR137C-A
YHL043W	YNR075W
YHR092C	YHR096C
YKL127W	YMR105C
YMR194W	YPL249C-A
YBL005W-A	YLR410W-A
YLR256W-A	YOR343W-A
YOL103W-B	YPL257W-B
YBR012W-A	YOL103W-A
YEL076C	YJL225C
YGR254W	YOR393W
YJL214W	YOL156W
YCR039C	YCR096C
YLR035C-A	YMR045C
YDR261C-C	YDR316W-A
YGR027W-A	YNL054W-A
YDR261W-A	YMR051C
YDR316W-A	YJR028W
YGR038C-A	YPR158C-C
YGR296W	YLR464W
YBR012W-A	YGR161C-D
YDR316W-B	YER137C-A
YER138C	YLR035C-A
YLR154C-H	YLR159C-A
YLR227W-B	YOR142W-B
YOR192C-A	YOR343W-A
YLR462W	YLR467W
YGR161C-D	YOR343W-B
YDR261C-D	YLR256W-A
YDR316W-B	YDR365W-B
YHR214C-B	YPL257W-A
YDR034C-C	YDR098C-A
YDR098C-A	YML045W-A
YGR161C-D	YML045W
YJR026W	YMR051C
YOL082W	YOL083W
YBR012W-B	YLR227W-A
YHR094C	YHR096C
YML133C	YPR204W
YDR210W-A	YDR316W-A
YER138C	YGR038C-A
YGR161W-A	YMR051C
YJR029W	YLR157C-A
YML039W	YOR192C-B
YLR227W-A	YNL284C-A
YDR210C-D	YDR365W-B
YML045W	YMR051C
YDR170W-A	YPR137C-B
YLR227W-B	YMR046C
YBL113C	YJL225C
YBR299W	YGR292W
YBL005W-A	YER159C-A
YDR261C-D	YOR343W-B
YJR029W	YLR410W-B
YPR158C-C	YPR158W-B
YGR161C-D	YLR256W-A
YLR157C-A	YNL054W-A
YLR157C-A	YPR158W-A
YBR301W	YOL161C
YFL002W-B	YLR227W-A
YLR256W-A	YMR051C
YBL100W-B	YDR034C-D
YCL019W	YDR210C-D
YFL020C	YLR461W
YEL077C	YPR204W
YNR070W	YOR011W
YDR098C-B	YPR158C-C
YFL020C	YPL282C
YMR322C	YOR391C
YOL103W-B	YPR137C-B
YLR410W-A	YOR192C-A
YAR010C	YMR046C
YBL100W-B	YDR365W-B
YML116W	YMR279C
YER138C	YHR214C-B
YDR545W	YER189W
YGR296W	YHR219W
YDR261C-D	YPR158C-D
YPR137C-A	YPR158C-D
YAR023C	YGL263W
YDR210C-C	YJR029W
YDR210W-A	YFL002W-A
YGR296W	YLR467W
YOR142W-A	YOR343W-A
YDR098C-A	YHR214C-C
YMR325W	YNR076W
YHR218W	YLL067C
YBL005W-A	YLR157C-B
YDR098C-A	YDR210C-D
YAR009C	YBL005W-B
YDR261W-A	YOR343W-A
YHR096C	YJL214W
YOL103W-A	YOR142W-A
YJR029W	YMR045C
YCR104W	YNR076W
YLR154C-H	YLR156C-A
YAR029W	YGL053W
YHR214C-C	YLR157C-B
YER137C-A	YNL054W-A
YGL049C	YGR162W
YML045W	YOR192C-B
YOR192C-B	YOR343W-B
YDR034C-C	YNL054W-A
YBL100W-A	YOR343W-B
YDR545W	YHR218W
YGR038C-B	YLR157C-B
YHL049C	YHR218W
YML039W	YMR051C
YDR210C-D	YLR157C-B
YJR028W	YNL284C-A
YDR365W-A	YPR137C-B
YGR161W-A	YOR192C-B
YGL051W	YGL263W
YDR316W-B	YLR157C-B
YGR027W-A	YML039W
YLR464W	YOR396W
YHL046C	YKL224C
YMR195W	YPL250C
YBL005W-A	YDR365W-B
YBL005W-B	YGR038C-B
YEL076C	YPL283C
YGR027W-B	YNL284C-B
YGR087C	YLR044C
YDR034C-D	YOL103W-B
YGR027W-A	YOR192C-A
YOR192C-A	YOR192C-B
YOR192C-B	YPR158C-D
YDR210C-D	YER159C-A
YIR033W	YKL020C
YBL005W-B	YDR316W-B
YBL005W-B	YNL284C-A
YHL049C	YNL339C
YDR545W	YNL339C
YGR161C-D	YOR142W-A
YDR034C-C	YPR158W-A
YBL100W-B	YLR157C-B
YER137C-A	YPR158W-A
YBL112C	YIL177C
YGR027W-A	YJR026W
YJR029W	YPR158W-B
YFL057C	YOL165C
YGR038C-A	YPL257W-A
YMR051C	YOR142W-A
YDR261C-D	YMR050C
YGR027W-A	YGR161W-A
YBL005W-B	YBL100W-B
YDR261C-C	YPR137C-B
YEL076C-A	YER190W
YAR023C	YAR027W
YDR316W-B	YER159C-A
YDR365W-B	YOL103W-B
YNL284C-B	YPR137C-B
YMR095C	YNL334C
YDR098C-B	YLR157C-A
YJR026W	YML045W-A
YBL005W-A	YGR038C-A
YDR098C-A	YMR051C
YDR261C-D	YDR365W-A
YCR073C	YNR031C
YER190W	YNL339C
YCR104W	YLL025W
YDR210C-C	YER137C-A
YGR027W-B	YMR050C
YDR343C	YDR345C
YGR161W-A	YML045W-A
YJR028W	YPR137C-A
YDL247W	YGR289C
YER137C-A	YOL103W-B
YDR261C-D	YNL284C-B
YDR098C-B	YLR410W-B
YJL082W	YKR018C
YDR210W-A	YDR210W-B
YML045W	YML045W-A
YER138C	YER159C-A
YHL050C	YPL283C
YDR365W-B	YPR158W-A
YBL111C	YHL049C
YDR316W-A	YMR046C
YBL100W-B	YDR098C-B
YLR256W-A	YML045W-A
YAR009C	YPR137C-B
YDR365W-B	YNL054W-A
YER190W	YHR218W
YBL005W-B	YPR137C-A
YJR029W	YPR158C-C
YAR033W	YGL053W
YMR046C	YOR142W-B
YBR012W-B	YPR137C-B
YDR542W	YOR394W
YJL225C	YLR467W
YER138C	YLR157C-B
YGR294W	YLR037C
YGR161W-A	YHR214C-C
YOR222W	YPL134C
YBL005W-A	YHR214C-B
YDR210W-A	YGR161C-C
YHR096C	YLR081W
YBL100W-A	YDR210W-A
YKL224C	YPL282C
YLR157C-B	YML039W
YLR227W-A	YOL103W-A
YKL224C	YLR461W
YDR170W-A	YLR227W-A
YGR161C-D	YJR027W
YBL005W-B	YOL103W-A
YBL100W-A	YDR261C-C
YGL261C	YKL224C
YGR027W-B	YPR158C-D
YCL019W	YOR192C-B
YLR157C-A	YOL103W-B
YBR302C	YGL263W
YDR098C-B	YMR045C
YER159C-A	YOR192C-A
YLR467W	YPR202W
YEL075C	YHL049C
YKL062W	YMR037C
YGR141W	YPR157W
YML039W	YML045W-A
YGR038C-B	YHR214C-B
YDR210C-D	YHR214C-B
YER159C-A	YGR161W-A
YER189W	YIL177C
YFL066C	YHR218W
YJR027W	YPL257W-B
YLR227W-A	YPR137C-A
YLR467W	YOR396W
YBL100W-A	YDR365W-A
YER159C-A	YJR026W
YDR316W-B	YHR214C-B
YGR161C-D	YML040W
YBL005W-B	YGR161C-D
YDR261C-C	YLR227W-A
YHR219W	YOR396W
YNL054W-A	YOR343W-A
YML040W	YPL257W-B
YDR406W	YNR070W
YDR316W-B	YGR038C-A
YJR028W	YOL103W-A
YLR410W-B	YOL103W-B
YCL019W	YDR261C-D
YBR005W	YDR003W
YLR237W	YOR071C
YBL005W-A	YDR098C-B
YGR027W-B	YOR343W-B
YDR098C-A	YDR261C-D
YFL066C	YNL339C
YBL100W-A	YDR170W-A
YDR210C-C	YLR410W-A
YIL169C	YOL155C
YNL268W	YNL270C
YDR210C-D	YGR038C-A
YER159C-A	YML039W
YDR098C-B	YPR158W-B
YBL100W-B	YHR214C-B
YDR098C-B	YGR027W-A
YDR365W-A	YLR227W-A
YIR041W	YLR037C
YBR301W	YMR325W
YDL244W	YFL058W
YDR210C-C	YER159C-A
YFL002W-A	YOR142W-B
YDL248W	YGL263W
YAR023C	YAR033W
YCR106W	YLL054C
YDR406W	YOR153W
YCL020W	YNL284C-A
YDR098C-A	YGR027W-B
YGR038C-B	YLR035C-A
YDR365W-B	YML039W
YMR008C	YOL011W
YDR210C-D	YLR035C-A
YGR027W-B	YLR256W-A
YFL065C	YHR218W
YIL177C	YPR203W
YPL257W-A	YPR158W-B
YFL011W	YHR096C
YGR027W-B	YML045W
YLR157C-B	YNL054W-A
YAR009C	YFL002W-A
YCL019W	YGR027W-B
YBR020W	YDR009W
YDR034C-D	YML039W
YDR261W-B	YGR038C-B
YAR010C	YER160C
YJR027W	YPR137C-B
YHL050C	YJL225C
YDR261W-B	YDR316W-B
YFL064C	YNL339C
YGR295C	YHL043W
YBR068C	YDR508C
YBR012W-B	YFL002W-A
YGR038C-A	YMR045C
YDR316W-B	YLR035C-A
YGR241C	YHR161C
YFL066C	YLR466W
YDR170W-A	YGR161C-C
YGR038C-A	YPR158W-B
YBL111C	YFL064C
YBR012W-B	YDR316W-A
YGL053W	YJR161C
YJR029W	YPL257W-A
YDR210W-A	YLR227W-A
YGL053W	YKL219W
YML040W	YPR137C-B
YDR261C-D	YJR027W
YLR158C	YLR160C
YDR210C-C	YLR157C-B
YER160C	YPR137C-A
YDR034C-D	YOR192C-A
YBL005W-A	YJR029W
YGR161C-C	YNL284C-A
YLL064C	YOR394W
YGR027W-A	YOL103W-B
YHR218W	YIL177C
YDR365W-B	YJR026W
YFL065C	YNL339C
YHR214C-B	YLR157C-A
YLR037C	YOR394W
YCR104W	YIL176C
YLR157C-B	YPR158W-A
YMR050C	YMR051C
YBL100W-B	YLR035C-A
YDR034C-D	YGR161W-A
YMR183C	YPL232W
YDR316W-A	YLR227W-B
YHR219W	YLL066C
YDR261C-D	YML040W
YBL100W-A	YFL002W-B
YGL053W	YHL044W
YHR214C-B	YLR410W-B
YER160C	YOL103W-A
YBL087C	YER117W
YFL002W-A	YLR227W-B
YAR010C	YJR028W
YDR261C-C	YGR161C-C
YBR012W-A	YDR316W-B
YBR012W-A	YNL284C-A
YDR316W-B	YJR029W
YHL046C	YJL223C
YDR098C-A	YOR343W-A
YER103W	YJL034W
YDR261W-A	YHR214C-C
YBR012W-A	YGR038C-B
YAL068C	YOL161C
YMR045C	YOL103W-B
YOR393W	YPL281C
YCL019W	YOR343W-A
YAR020C	YFL020C
YGL139W	YPL221W
YBL111C	YFL066C
YGR038C-A	YLR157C-A
YHR214C-B	YPR158W-B
YHR214C-C	YJR029W
YEL022W	YJR031C
YBR299W	YGR287C
YER160C	YGR161C-D
YHL044W	YJR161C
YFL020C	YLR037C
YGL261C	YIR041W
YGR038C-B	YJR029W
YHL044W	YKL219W
YDR210C-D	YJR029W
YER159C-A	YNL054W-A
YER159C-A	YPR158W-A
YNL106C	YOR109W
YAR009C	YPL257W-B
YAL017W	YOL045W
YBL112C	YLL067C
YHR214C-B	YMR045C
YBL100W-B	YJR029W
YEL076C	YEL076C-A
YGR027W-B	YOR142W-A
YJR161C	YKL219W
YDR365W-A	YGR161C-C
YDR039C	YDR040C
YER190W	YLR466W
YLR156C-A	YLR157C-C
YDR011W	YDR406W
YOR343W-A	YOR343W-B
YBR012W-B	YPL257W-B
YJL225C	YLR464W
YFL062W	YHL042W
YBL100W-A	YML040W
YDR261W-A	YML045W-A
YEL075C	YFL064C
YMR050C	YOR192C-B
YDR316W-A	YOR142W-B
YGR161C-D	YNL284C-B
YDR210W-B	YDR316W-B
YEL076C-A	YOR396W
YGL261C	YGR294W
YDR210C-C	YDR365W-B
YMR051C	YNL284C-B
YDR210W-B	YGR038C-B
YJL225C	YLL066C
YAR031W	YGR295C
YDR098C-B	YPR158W-A
YDR210C-C	YMR050C
YDR261C-C	YDR261C-D
YOR142W-B	YPR137C-A
YLR157C-A	YPR158C-C
YOR071C	YOR192C
YGL261C	YPL282C
YGL261C	YLR461W
YBL100W-B	YJR027W
YER138C	YML045W
YGL135W	YPL220W
YBL005W-B	YGR161W-B
YDR365W-B	YLR410W-B
YHR053C	YHR055C
YJR026W	YPR137C-B
YEL075C	YLR462W
YBL005W-A	YFL002W-B
YBL005W-B	YER160C
YFL002W-B	YML045W-A
YDR034C-D	YLR410W-B
YAR009C	YDR210C-D
YDR170W-A	YMR051C
YER138C	YLR256W-A
YHL050C	YPR204W
YBR117C	YPR074C
YCR031C	YJL191W
YBR012W-B	YDR210C-D
YBR012W-A	YMR046C
YHR214C-B	YJR026W
YMR045C	YPL257W-A
YDR365W-B	YLR157C-A
YGR294W	YJL223C
YBR012W-B	YHR214C-C
YCL024W	YDR507C
YLL067C	YML133C
YML045W	YPR137C-B
YDR011W	YPL058C
YDR261C-D	YLR035C-A
YMR046C	YNL284C-A
YKL220C	YNR060W
YNL095C	YOR092W
YDL048C	YLR375W
YBR298C	YJR160C
YLR156W	YLR159W
YDR316W-B	YJR027W
YFL011W	YMR011W
YBR012W-B	YML045W-A
YNL284C-B	YOR192C-B
YGR038C-B	YML040W
YDR098C-A	YLR227W-A
YEL075C	YPL283C
YLR256W-A	YPR137C-B
YDR210C-D	YML040W
YHR092C	YJL219W
YHR214C-C	YML040W
YLR410W-A	YPL257W-A
YGL039W	YGL157W
YHR092C	YHR094C
YLR156C-A	YLR159C-A
YGR038C-B	YJR027W
YDR210C-D	YJR027W
YFL002W-B	YHR214C-C
YER189W	YML133C
YHR214C-C	YJR027W
YOR142W-A	YPL257W-B
YER060W	YER060W-A
YEL049W	YOR394W
YEL076C-A	YLR467W
YHL009W-B	YJL114W
YLL066C	YLR466W
YDR316W-B	YML040W
YGR161C-D	YHR214C-B
YDR098C-B	YNL054W-A
YEL030W	YJR045C
YHR214C-B	YML039W
YDR497C	YOL103W
YBL100W-B	YFL002W-B
YDL245C	YDR342C
YDR210W-A	YOR343W-A
YGR038C-A	YML039W
YHR141C	YNL162W
YML039W	YPR137C-B
YBL005W-A	YJR027W
YDR261C-D	YJR029W
YDR034C-D	YMR045C
YDR210C-C	YPR158C-D
YDR261W-A	YFL002W-A
YIL177C	YLL067C
YBR297W	YFL052W
YLR157C	YLR158C
YDR365W-B	YMR045C
YBR089C-A	YPR052C
YER137C-A	YPR158C-C
YBR009C	YNL030W
YIR041W	YJL223C
YCL020W	YMR046C
YDR034C-C	YPR158C-C
YOR390W	YPL279C
YDR365W-A	YMR051C
YBL005W-B	YJR028W
YIL013C	YOR011W
YBL005W-A	YML040W
YBL111C	YLR462W
YGR294W	YHL046C
YGR038C-A	YJR026W
YEL073C	YJR108W
YGR027W-A	YPL257W-A
YGR038C-A	YGR161W-A
YDR170W-A	YDR261C-D
YAR028W	YGR295C
YJR029W	YOL103W-B
YJL223C	YLR037C
YDR365W-B	YPR158W-B
YDR365W-B	YGR027W-A
YGR161C-C	YMR046C
YDR261C-C	YMR051C
YDR034C-D	YPR158W-B
YDR261W-A	YDR316W-A
YBL111C	YPL283C
YDR406W	YOR328W
YFL050C	YOL130W
YER138C	YOR142W-A
YGR038C-A	YOR192C-A
YOL103W-B	YOR192C-B
YML039W	YPL257W-B
YHR214C-C	YNL284C-B
YCL019W	YDR210W-B
YDR210W-B	YLR227W-B
YGR038C-B	YNL284C-B
YDR210C-C	YLR256W-A
YDR210C-D	YDR261C-C
YDR210C-D	YNL284C-B
YDR316W-B	YDR365W-A
YDR343C	YLR081W
YLR227W-B	YPR137C-A
YDR210W-A	YMR051C
YER160C	YGR161W-B
YML085C	YML124C
YML132W	YNL336W
YBL005W-A	YDR210W-A
YFL058W	YJR156C
YLR157C-A	YPL257W-A
YIL126W	YOR290C
YLR156W	YLR157W-E
YMR045C	YPR158C-C
YDR098C-B	YML039W
YDR210C-D	YDR365W-A
YDR316W-B	YNL284C-B
YHR214C-B	YNL054W-A
YNL284C-A	YNL284C-B
YBR302C	YDL248W
YER138C	YMR050C
YER159C-A	YPR158W-B
YDR365W-A	YOR343W-A
YER159C-A	YGR027W-A
YAR028W	YML132W
YHR219W	YLR467W
YAR010C	YBL100W-A
YER011W	YOR010C
YGR161C-C	YOR142W-B
YDR170W-A	YGR027W-B
YDR345C	YNR072W
YDR210C-C	YML045W
YJR027W	YML045W-A
YLR410W-A	YPR158C-C
YEL075C	YJL225C
YDR261W-B	YOR142W-B
YGR027W-B	YLR157C-B
YHR094C	YJR158W
YER159C-A	YMR045C
YGR192C	YJR009C
YMR316W	YOR385W
YBR012W-B	YDR210C-C
YGR161C-D	YJR029W
YML040W	YML045W-A
YAR028W	YFL062W
YHR214C-B	YPR158W-A
YAR010C	YPR137C-A
YFL020C	YHL046C
YBR012W-A	YLR227W-B
YGR032W	YMR306W
YDR098C-A	YGR161C-C
YDR098C-B	YJR026W
YBL100W-A	YGR038C-A
YDR261C-C	YOR343W-A
YFL002W-A	YGR038C-B
YBL100W-B	YNL284C-B
YCL019W	YCL020W
YLR157C-B	YLR410W-B
YAR010C	YGR161C-D
YBL005W-A	YDR170W-A
YLR035C-A	YOL103W-B
YBL100W-B	YDR210W-A
YBR031W	YDR012W
YFL062W	YGL051W
YAR031W	YFL062W
YDR316W-A	YDR316W-B
YDR316W-A	YNL284C-A
YDR210W-B	YOR142W-B
YJR026W	YPL257W-B
YLR157W-E	YLR161W
YHR218W	YML133C
YHR094C	YJL219W
YDR316W-A	YGR038C-B
YIL176C	YOR394W
YDR210W-A	YOR192C-B
YLL066C	YNL339C
YAL026C	YER166W
YDR365W-A	YGR027W-B
YGR038C-A	YPR158W-A
YFL051C	YHR212W-A
YDR261C-D	YHR214C-B
YER137C-A	YPL257W-A
YFL059W	YMR096W
YGR161C-C	YLR227W-B
YLR157C-B	YPR158W-B
YML045W	YPL257W-B
YER138C	YPR158C-D
YAR010C	YOL103W-A
YDR034C-C	YPL257W-A
YDR170W-A	YOR343W-A
YER160C	YJR028W
YGR295C	YHL048W
YER159C-A	YLR157C-A
YFL062W	YNL336W
YHL046C	YLR037C
YBL005W-A	YDR365W-A
YDL245C	YEL069C
YDR261C-D	YGR038C-A
YKR103W	YLL048C
YLR157C-B	YMR045C
YBR012W-B	YER138C
YDR210C-C	YOR142W-A
YGR038C-A	YNL054W-A
YDR261W-B	YLR227W-B
YGR027W-A	YPR158C-C
YDR210C-C	YDR261W-A
YAR009C	YER138C
YJL225C	YOR396W
YLR227W-B	YOL103W-A
YLR256W-A	YPL257W-B
YOR142W-A	YPR137C-B
YGL084C	YPL189W
YAR031W	YML132W
YJL225C	YPR202W
YBL005W-A	YDR261C-C
YBL005W-A	YNL284C-B
YBL111C	YJL225C
YBR012W-A	YOR142W-B
YBR021W	YIR028W
YER138C	YOR343W-B
YBL005W-B	YDR261W-B
YFL020C	YJL223C
YGR161C-D	YLR035C-A
YHL009W-B	YJL113W
YML045W-A	YNL284C-B
YPL257W-A	YPR158W-A
YDL134C	YDL188C
YDR261C-C	YGR027W-B
YEL076C-A	YLR464W
YDR098C-A	YDR316W-A
YDR261C-D	YDR365W-B
YDR343C	YJL214W
YFL002W-A	YGR161C-D
YGR027W-A	YMR045C
YDR316W-A	YPR137C-A
YDR210C-D	YOR343W-B
YDR210W-A	YML045W-A
YGR038C-B	YOR343W-B
YLR157C-B	YPR158C-C
YGR294W	YKL224C
YLR155C	YLR158C
YGR161W-B	YLR227W-B
YJL223C	YPL282C
YJR028W	YMR046C
YLR410W-A	YLR410W-B
YJL223C	YLR461W
YDR210C-C	YFL002W-B
YDR210W-B	YER160C
YGR027W-B	YGR038C-A
YML045W-A	YMR050C
YAR027W	YAR028W
YDR210W-B	YGR161W-B
YBL113C	YPR204W
YDR365W-A	YER138C
YDR170W-A	YDR210C-C
YGL053W	YML132W
YHL009W-A	YHL009W-B
YER160C	YLR227W-B
YJR029W	YML039W
YGR161C-C	YJR028W
YJR027W	YMR051C
YLR464W	YLR467W
YNL054W-A	YPR137C-B
YBL005W-A	YMR050C
YDR316W-B	YOR343W-B
YBL100W-B	YPR158C-D
YAR027W	YAR031W
YAL005C	YER103W
YAR009C	YGR027W-B
YCL019W	YFL002W-A
YHR094C	YMR011W
YHR214C-C	YPR158C-D
YBR012W-A	YER160C
YMR050C	YPR137C-B
YCR007C	YGL053W
YDR210C-D	YPR158C-D
YOR343W-B	YPL257W-B
YEL077C	YJL225C
YGR038C-B	YPR158C-D
YGR027W-B	YHR214C-B
YEL076C-A	YGR296W
YJL219W	YMR011W
YBR012W-B	YGR027W-B
YBL100W-A	YER159C-A
YML040W	YMR051C
YDR316W-B	YPR158C-D
YNL284C-A	YPR158C-D
YBL100W-B	YOR343W-B
YGR038C-A	YOL103W-B
YAR064W	YHR213W-B
YBL005W-B	YMR046C
YDR210W-A	YHR214C-C
YGL263W	YNR075W
YDR261C-C	YER138C
YDR365W-B	YPL257W-A
YGR027W-A	YPR158W-B
YNL339C	YPR203W
YCL020W	YJR028W
Q0050	Q0055
YAR071W	YDL024C
YFL002W-B	YOR343W-A
YJR027W	YOR192C-B
YDR210C-C	YML040W
YDR345C	YHR092C
YMR045C	YPR158W-B
YER159C-A	YPR158C-C
YIR041W	YKL224C
YLR227W-B	YNL284C-A
YDR098C-A	YPL257W-B
YLR300W	YOR190W
YLR227W-A	YMR046C
YHR214C-B	YOL103W-B
YGR027W-A	YLR157C-A
YBL005W-A	YPR158C-D
YBL100W-B	YMR050C
YCL019W	YPL257W-B
YDR170W-A	YER138C
YGR161W-B	YOR142W-B
YDL178W	YEL071W
YCR007C	YNR075W
YKL219W	YML132W
YLR466W	YML133C
YFL062W	YHL048W
YDR261C-D	YLR157C-B
YER160C	YOR142W-B
YJR161C	YML132W
YFL020C	YGR294W
YML045W-A	YPR158C-D
YDR210C-C	YJR027W
YBL100W-A	YDR034C-D
YLR461W	YOR394W
YBR218C	YGL062W
YDR261W-A	YLR227W-A
YDR545W	YEL076C
YLR249W	YPL226W
YHL044W	YML132W
YOR011W	YPL058C
YLR081W	YOL156W
YCL020W	YGR161W-B
YGR038C-B	YMR050C
YGR296W	YPR202W
YDR210C-D	YMR050C
YGR295C	YNL336W
YBL017C	YNR065C
YDR316W-A	YOL103W-A
YHR214C-C	YMR050C
YBR012W-A	YJR028W
YKL220C	YOR381W
YAR010C	YDR316W-B
YAR010C	YNL284C-A
YDR316W-A	YGR161C-D
YGR296W	YOR396W
YAR010C	YGR038C-B
YDR261W-B	YGR161W-B
YHR218W	YPR203W
YER138C	YNL284C-B
YDR316W-B	YMR050C
YDR261W-B	YER160C
YGL261C	YLR037C
YFL020C	YIR041W
YDR261C-D	YER159C-A
YDR210C-D	YOR142W-A
YAL063C	YAR050W
YBL005W-A	YML045W
YER137C-A	YGR027W-A
YLR157C-B	YPL257W-A
YER137C-A	YPR158W-B
YGR038C-B	YOR142W-A
YDR034C-C	YGR027W-A
YHR214C-C	YOR142W-A
YML133C	YPL283C
YBL112C	YEL077C
YDR098C-A	YPR137C-B
YFL002W-B	YMR051C
YJR029W	YPR158W-A
YBL112C	YML133C
YDR170W-A	YML045W-A
YDR210C-C	YDR210W-A
YPL257W-B	YPR137C-A
YGR294W	YIR041W
YCL019W	YPR137C-B
YCL020W	YDR261W-B
YHL042W	YNR075W
YDR316W-B	YOR142W-A
YNL284C-A	YOR142W-A
YBL005W-B	YLR227W-B
YGR296W	YLL066C
YHL046C	YPL282C
YBL005W-A	YLR256W-A
YDR107C	YLR083C
YHL046C	YLR461W
YLL025W	YOR394W
YLR159W	YLR161W
YGR161W-A	YLR227W-A
YAR027W	YNR075W
YBL100W-A	YDR034C-C
YBR012W-B	YMR051C
YLR227W-A	YOR142W-B
YLR462W	YPR202W
YBL100W-A	YER137C-A
YEL077C	YPL283C
YLL067C	YPR203W
YJR026W	YLR227W-A
YHR135C	YNL154C
YDR170W-A	YHR214C-C
YDR170W-A	YDR210C-D
YDR343C	YEL069C
YJR029W	YNL054W-A
YCR104W	YGL261C
YLR154C-H	YLR157C-C
YMR046C	YOL103W-A
YER160C	YMR046C
YLR035C-A	YML039W
YGR027W-B	YJR029W
YLR462W	YOR396W
YGR161C-D	YLR157C-B
